RecordID,EmployeeID,Date,HoursWorked,Project,Task,Location,Billable,Rate,Cost
2475,873,1/28/2024,10,Internal,commercial,Onsite,Yes,30,300
2476,200,3/15/2025,6,CLIENT A,produce,Remote,No,75,450
2477,556,5/30/2024,9,ProjectX,front,Onsite,No,75,675
2478,198,7/20/2025,9,Internal,then,Onsite,Yes,60,540
2479,76,4/9/2024,7,ClientA,oil,Onsite,No,60,420
2480,230,2/12/2024,8,ProjectX,write,Hybrid,Yes,75,600
2481,836,5/27/2025,6,CLIENT A,here,Onsite,Yes,60,360
2482,281,10/5/2024,8,Research,new,Onsite,Yes,30,240
2483,561,1/30/2025,8,ClientA,until,Onsite,Yes,60,480
2484,962,2/19/2025,10,CLIENT A,month,Remote,Yes,45,450
2485,444,2/8/2024,6,Research,state,Onsite,Yes,45,270
2486,126,7/27/2024,9,Internal,try,Onsite,No,30,270
2487,637,3/3/2025,8,CLIENT A,study,Hybrid,No,30,240
2488,670,5/1/2025,10,CLIENT A,leg,Onsite,No,60,600
2489,622,3/22/2025,8,ClientA,here,Onsite,Yes,60,480
2490,406,7/6/2024,6,CLIENT A,form,Onsite,No,45,270
2491,701,6/19/2024,7,Research,write,Hybrid,No,30,210
2492,413,1/14/2025,8,ClientA,pattern,Remote,Yes,75,600
2493,301,10/19/2025,8,clienta,person,Onsite,No,60,480
2494,482,7/18/2025,6,ProjectX,executive,Onsite,Yes,60,360
2495,559,6/25/2024,8,ProjectX,message,Onsite,No,60,480
2496,535,12/12/2024,7,ClientA,each,Hybrid,Yes,30,210
2497,12,7/20/2024,8,Research,building,Remote,Yes,45,360
2498,172,3/29/2025,8,ClientA,economy,Onsite,Yes,30,240
2499,640,9/30/2024,6,ProjectX,system,Remote,No,75,450
2500,636,9/8/2025,8,Internal,responsibility,Onsite,Yes,75,600
2501,671,3/11/2024,6,CLIENT A,pattern,Remote,Yes,45,270
2502,186,11/16/2024,8,Research,worker,Onsite,Yes,30,240
2503,731,4/13/2024,10,clienta,value,Remote,No,75,750
2504,494,1/2/2025,6,Research,and,Onsite,No,30,180
2505,184,6/24/2024,7,Internal,because,Remote,No,60,420
2506,619,5/22/2024,10,CLIENT A,worker,Hybrid,No,45,450
2507,57,6/16/2024,8,clienta,plant,Onsite,Yes,45,360
2508,711,11/20/2023,9,ProjectX,conference,Hybrid,No,30,270
2509,166,12/7/2024,6,Internal,bill,Onsite,Yes,60,360
2510,837,9/27/2025,9,CLIENT A,wish,Onsite,Yes,60,540
2511,462,11/25/2024,8,clienta,indicate,Hybrid,No,30,240
2512,226,7/19/2025,10,ProjectX,best,Remote,No,45,450
2513,774,8/21/2025,7,clienta,not,Hybrid,Yes,30,210
2514,622,8/1/2025,10,CLIENT A,society,Hybrid,No,30,300
2515,348,11/27/2023,10,Internal,opportunity,Onsite,Yes,30,300
2516,489,3/10/2025,9,Research,consider,Onsite,No,60,540
2517,35,8/13/2024,7,ClientA,hit,Hybrid,No,60,420
2518,784,8/25/2024,7,CLIENT A,anyone,Onsite,No,45,315
2519,44,3/1/2025,10,ClientA,check,Onsite,No,45,450
2520,676,7/7/2025,7,ProjectX,picture,Hybrid,Yes,30,210
2521,174,5/8/2024,6,Research,class,Onsite,Yes,60,360
2522,462,3/26/2025,7,Internal,hotel,Hybrid,No,75,525
2523,223,11/7/2024,10,ClientA,head,Hybrid,Yes,45,450
2524,966,4/6/2025,7,CLIENT A,responsibility,Hybrid,No,60,420
2525,39,1/7/2024,7,CLIENT A,vote,Remote,No,60,420
2526,104,10/2/2025,9,ClientA,rise,Remote,No,30,270
2527,875,11/1/2024,7,CLIENT A,protect,Hybrid,No,45,315
2528,446,10/22/2025,10,ProjectX,beyond,Hybrid,No,45,450
2529,344,5/14/2024,9,ClientA,affect,Hybrid,No,45,405
2530,25,4/21/2024,7,clienta,minute,Onsite,Yes,75,525
2531,521,8/8/2025,8,Research,a,Hybrid,No,30,240
2532,70,8/17/2025,7,Research,find,Onsite,Yes,30,210
2533,369,9/17/2024,6,ProjectX,success,Onsite,Yes,30,180
2534,74,6/30/2024,8,Research,act,Onsite,Yes,45,360
2535,132,1/1/2024,7,clienta,TV,Hybrid,No,75,525
2536,999,12/6/2023,8,ProjectX,nice,Hybrid,No,45,360
2537,832,4/10/2024,9,clienta,remain,Remote,No,60,540
2538,523,7/1/2025,6,ProjectX,option,Remote,Yes,30,180
2539,337,9/3/2024,8,clienta,value,Remote,Yes,75,600
2540,124,2/1/2024,10,ProjectX,chair,Hybrid,Yes,45,450
2541,496,1/22/2025,10,clienta,if,Remote,No,75,750
2542,811,6/21/2024,10,clienta,enter,Remote,No,30,300
2543,635,12/16/2024,8,ProjectX,point,Remote,No,30,240
2544,822,10/13/2025,9,ProjectX,design,Hybrid,Yes,45,405
2545,588,9/12/2024,8,CLIENT A,argue,Hybrid,Yes,75,600
2546,499,8/7/2025,8,CLIENT A,five,Onsite,Yes,75,600
2547,15,1/4/2024,7,Research,nor,Onsite,No,30,210
2548,409,3/23/2024,9,CLIENT A,foreign,Onsite,Yes,30,270
2549,932,5/26/2024,10,Research,family,Hybrid,No,45,450
2550,68,12/6/2023,9,Internal,show,Onsite,No,60,540
2551,691,12/4/2023,9,CLIENT A,future,Onsite,No,45,405
2552,840,3/30/2024,8,CLIENT A,recently,Onsite,Yes,30,240
2553,161,9/6/2024,9,ClientA,bring,Onsite,Yes,75,675
2554,223,8/15/2025,6,ProjectX,few,Onsite,No,60,360
2555,46,4/1/2024,7,ClientA,budget,Onsite,No,45,315
2556,421,11/3/2025,6,clienta,sure,Onsite,Yes,60,360
2557,747,6/9/2025,6,ClientA,agree,Onsite,Yes,75,450
2558,962,4/10/2024,9,Internal,range,Remote,No,45,405
2559,75,1/15/2025,6,Research,laugh,Hybrid,No,45,270
2560,435,11/27/2023,9,ProjectX,feel,Remote,No,60,540
2561,544,11/2/2025,8,Research,southern,Onsite,Yes,75,600
2562,691,5/20/2024,7,Internal,especially,Onsite,No,60,420
2563,191,5/25/2024,10,CLIENT A,right,Remote,No,75,750
2564,690,6/11/2025,10,CLIENT A,relate,Hybrid,Yes,30,300
2565,913,8/6/2024,7,clienta,way,Remote,No,60,420
2566,266,10/19/2025,8,CLIENT A,consider,Remote,Yes,75,600
2567,62,6/24/2025,10,Internal,serve,Remote,No,60,600
2568,190,9/10/2024,10,clienta,TV,Hybrid,No,45,450
2569,850,12/6/2023,7,clienta,almost,Hybrid,Yes,30,210
2570,749,5/8/2024,9,ClientA,see,Hybrid,No,75,675
2571,483,1/6/2024,8,ProjectX,its,Hybrid,No,45,360
2572,762,1/17/2025,7,ClientA,southern,Remote,No,45,315
2573,91,11/26/2024,7,clienta,leader,Remote,Yes,60,420
2574,437,7/15/2025,8,Internal,why,Hybrid,No,60,480
2575,567,4/30/2025,10,Internal,ground,Remote,Yes,60,600
2576,272,12/22/2024,10,Internal,anyone,Onsite,Yes,75,750
2577,768,11/1/2025,10,ProjectX,on,Onsite,Yes,45,450
2578,726,11/6/2025,9,CLIENT A,follow,Onsite,Yes,45,405
2579,188,11/24/2023,6,Research,fill,Remote,No,75,450
2580,702,6/4/2024,9,ClientA,type,Hybrid,Yes,75,675
2581,977,5/16/2024,9,clienta,attorney,Onsite,Yes,60,540
2582,496,7/1/2025,10,ClientA,task,Hybrid,No,75,750
2583,971,3/28/2024,8,CLIENT A,manager,Remote,No,45,360
2584,756,11/17/2023,7,ClientA,certain,Onsite,Yes,45,315
2585,352,6/17/2024,7,Internal,red,Hybrid,No,30,210
2586,729,10/18/2025,8,Research,head,Remote,Yes,60,480
2587,809,9/10/2025,6,Internal,key,Remote,Yes,60,360
2588,816,6/6/2025,10,ClientA,rule,Onsite,No,45,450
2589,217,11/6/2024,7,ClientA,director,Remote,Yes,60,420
2590,151,8/9/2025,8,Research,call,Remote,No,60,480
2591,897,8/14/2025,6,CLIENT A,personal,Onsite,No,30,180
2592,294,6/23/2025,8,ProjectX,fight,Onsite,No,30,240
2593,905,8/31/2025,10,Internal,short,Onsite,No,45,450
2594,649,9/5/2024,10,ClientA,production,Remote,No,45,450
2595,977,1/14/2024,7,ProjectX,arm,Onsite,Yes,60,420
2596,769,9/1/2025,10,clienta,fight,Onsite,Yes,75,750
2597,568,10/1/2025,9,clienta,no,Onsite,No,30,270
2598,485,4/27/2025,10,Research,care,Hybrid,Yes,60,600
2599,578,11/9/2024,8,clienta,represent,Onsite,No,60,480
2600,40,8/15/2025,7,ProjectX,argue,Onsite,Yes,45,315
2601,117,12/7/2024,10,ProjectX,stay,Hybrid,No,30,300
2602,625,3/12/2024,10,Internal,phone,Onsite,No,60,600
2603,671,7/10/2024,7,ClientA,discussion,Onsite,No,60,420
2604,553,3/7/2024,8,Research,enjoy,Remote,Yes,60,480
2605,672,3/28/2024,8,ClientA,health,Hybrid,Yes,75,600
2606,670,10/14/2024,8,CLIENT A,myself,Remote,Yes,30,240
2607,902,6/25/2025,9,Research,page,Remote,No,60,540
2608,482,12/19/2024,10,CLIENT A,trouble,Hybrid,Yes,60,600
2609,104,3/16/2025,9,ProjectX,ball,Hybrid,Yes,60,540
2610,589,6/9/2024,7,CLIENT A,the,Onsite,No,75,525
2611,482,9/12/2024,7,Internal,security,Onsite,No,45,315
2612,994,9/29/2025,7,ProjectX,conference,Onsite,No,60,420
2613,393,11/16/2024,8,Internal,those,Hybrid,Yes,45,360
2614,159,12/22/2024,6,Internal,ahead,Remote,Yes,45,270
2615,745,2/17/2024,9,CLIENT A,perform,Hybrid,Yes,45,405
2616,560,6/7/2024,9,CLIENT A,analysis,Onsite,No,45,405
2617,413,4/6/2025,6,Internal,structure,Hybrid,Yes,60,360
2618,588,7/25/2024,7,clienta,others,Onsite,No,75,525
2619,137,10/7/2025,7,Research,everybody,Onsite,No,45,315
2620,534,12/8/2023,6,Internal,before,Onsite,Yes,45,270
2621,239,4/10/2025,6,ProjectX,enough,Remote,No,45,270
2622,254,5/17/2024,7,CLIENT A,radio,Onsite,Yes,75,525
2623,768,6/28/2024,8,clienta,go,Onsite,Yes,60,480
2624,85,3/3/2025,9,ProjectX,single,Remote,No,75,675
2625,45,9/18/2024,8,CLIENT A,help,Onsite,No,30,240
2626,489,6/21/2025,8,ClientA,modern,Remote,Yes,60,480
2627,624,2/24/2024,6,clienta,notice,Hybrid,Yes,30,180
2628,53,1/7/2025,10,CLIENT A,capital,Remote,No,45,450
2629,542,5/23/2025,9,Internal,require,Hybrid,Yes,60,540
2630,273,7/31/2025,10,Internal,describe,Hybrid,Yes,60,600
2631,400,11/24/2023,8,clienta,education,Hybrid,Yes,75,600
2632,900,6/11/2025,6,ClientA,always,Remote,Yes,45,270
2633,575,2/19/2025,10,Research,wind,Onsite,No,75,750
2634,397,12/13/2024,6,CLIENT A,look,Onsite,No,75,450
2635,572,2/28/2025,9,Internal,enough,Onsite,No,45,405
2636,915,6/30/2024,6,ProjectX,watch,Onsite,Yes,60,360
2637,268,8/11/2025,8,ClientA,both,Remote,No,45,360
2638,830,3/24/2024,8,CLIENT A,clear,Onsite,No,60,480
2639,411,8/31/2024,9,clienta,door,Hybrid,Yes,75,675
2640,302,2/1/2025,9,ClientA,matter,Remote,No,75,675
2641,487,10/30/2024,8,Internal,past,Hybrid,No,60,480
2642,21,3/24/2025,10,ClientA,last,Hybrid,No,45,450
2643,330,4/8/2025,7,Research,crime,Remote,Yes,45,315
2644,447,5/6/2025,9,CLIENT A,view,Remote,No,45,405
2645,210,1/25/2024,7,Research,training,Hybrid,No,60,420
2646,199,1/26/2025,9,Internal,accept,Hybrid,Yes,75,675
2647,583,12/6/2024,6,ClientA,let,Remote,Yes,30,180
2648,508,1/11/2025,8,Research,sort,Hybrid,Yes,30,240
2649,134,8/16/2025,10,CLIENT A,physical,Remote,Yes,75,750
2650,572,9/12/2024,9,CLIENT A,keep,Hybrid,No,30,270
2651,751,12/18/2023,10,Research,strategy,Remote,Yes,75,750
2652,118,6/21/2025,9,CLIENT A,apply,Hybrid,Yes,30,270
2653,784,5/26/2024,10,ProjectX,major,Hybrid,Yes,45,450
2654,14,2/4/2024,8,clienta,practice,Remote,No,45,360
2655,728,1/4/2024,6,Research,third,Remote,No,60,360
2656,540,3/2/2025,7,Research,teach,Remote,Yes,60,420
2657,697,7/17/2025,8,Internal,collection,Onsite,No,45,360
2658,255,12/19/2023,6,CLIENT A,prepare,Onsite,No,45,270
2659,372,10/3/2025,8,ClientA,claim,Hybrid,Yes,60,480
2660,791,1/21/2025,9,ProjectX,region,Hybrid,No,30,270
2661,543,9/23/2024,10,Internal,than,Remote,No,45,450
2662,426,11/13/2024,7,Internal,notice,Hybrid,No,60,420
2663,391,9/8/2024,10,Research,miss,Remote,No,45,450
2664,509,1/16/2025,10,ProjectX,check,Hybrid,Yes,30,300
2665,145,4/9/2025,10,clienta,shake,Hybrid,Yes,45,450
2666,915,5/16/2025,8,ClientA,process,Onsite,Yes,45,360
2667,111,10/16/2024,10,ProjectX,often,Remote,No,60,600
2668,28,8/24/2024,8,Research,they,Hybrid,Yes,45,360
2669,635,8/27/2025,8,Internal,may,Onsite,Yes,60,480
2670,45,5/31/2025,6,Internal,least,Onsite,No,30,180
2671,194,3/25/2024,9,clienta,state,Onsite,No,45,405
2672,585,11/8/2024,7,Research,east,Onsite,No,30,210
2673,604,3/19/2025,6,Research,role,Onsite,Yes,75,450
2674,577,12/30/2024,9,clienta,wait,Hybrid,Yes,75,675
2675,702,6/2/2024,6,CLIENT A,movement,Remote,Yes,30,180
2676,850,9/2/2025,9,Research,vote,Hybrid,No,75,675
2677,220,7/18/2025,7,ClientA,design,Onsite,Yes,75,525
2678,901,6/28/2024,10,Research,hour,Remote,Yes,45,450
2679,41,6/7/2024,8,CLIENT A,better,Hybrid,Yes,45,360
2680,818,12/14/2024,7,CLIENT A,outside,Remote,Yes,60,420
2681,984,3/11/2025,8,clienta,speak,Hybrid,Yes,30,240
2682,556,5/18/2024,6,Internal,speak,Remote,No,75,450
2683,649,11/21/2024,7,CLIENT A,ground,Remote,Yes,75,525
2684,407,5/30/2024,9,ProjectX,eight,Onsite,Yes,45,405
2685,229,3/24/2024,6,Internal,Congress,Remote,No,45,270
2686,829,11/11/2023,9,Research,bed,Hybrid,No,60,540
2687,317,4/1/2024,6,clienta,truth,Onsite,No,45,270
2688,585,7/22/2024,9,clienta,fine,Hybrid,No,75,675
2689,936,3/1/2025,8,ClientA,suggest,Hybrid,Yes,30,240
2690,119,8/23/2025,10,clienta,once,Onsite,Yes,30,300
2691,441,1/21/2025,7,Research,process,Remote,Yes,75,525
2692,331,11/20/2023,6,ProjectX,night,Onsite,No,60,360
2693,662,12/13/2023,8,Internal,animal,Hybrid,Yes,60,480
2694,641,10/23/2024,7,ProjectX,window,Remote,No,60,420
2695,540,11/25/2024,10,CLIENT A,mean,Onsite,Yes,75,750
2696,690,4/23/2025,8,CLIENT A,seem,Remote,No,60,480
2697,647,8/18/2024,10,Research,arrive,Onsite,No,75,750
2698,291,5/26/2024,8,clienta,product,Hybrid,No,60,480
2699,647,10/24/2025,8,CLIENT A,side,Remote,No,75,600
2700,498,4/14/2025,9,ProjectX,Mr,Onsite,Yes,75,675
2701,299,5/16/2024,6,Internal,inside,Remote,No,45,270
2702,754,4/8/2025,10,CLIENT A,cost,Hybrid,No,75,750
2703,434,2/1/2024,8,Internal,Mr,Remote,Yes,60,480
2704,88,4/22/2024,9,ProjectX,federal,Onsite,Yes,30,270
2705,878,5/19/2025,10,CLIENT A,above,Hybrid,Yes,60,600
2706,264,7/30/2025,6,clienta,meet,Onsite,Yes,60,360
2707,659,2/8/2024,8,Research,professor,Onsite,No,60,480
2708,444,10/10/2024,9,CLIENT A,better,Remote,Yes,30,270
2709,753,10/24/2025,6,Internal,discussion,Onsite,No,75,450
2710,658,7/16/2025,10,CLIENT A,eye,Onsite,No,60,600
2711,633,11/4/2025,10,CLIENT A,wind,Hybrid,No,60,600
2712,455,7/22/2024,9,clienta,network,Hybrid,Yes,45,405
2713,412,4/19/2025,9,clienta,well,Onsite,Yes,45,405
2714,981,2/9/2024,10,clienta,any,Remote,Yes,45,450
2715,972,3/1/2025,9,Research,property,Remote,Yes,45,405
2716,682,8/29/2024,7,clienta,let,Remote,No,45,315
2717,384,5/19/2024,9,ProjectX,person,Onsite,No,60,540
2718,357,11/14/2023,10,clienta,scientist,Hybrid,No,45,450
2719,545,1/2/2024,7,Internal,open,Onsite,Yes,30,210
2720,859,2/24/2025,8,Research,light,Onsite,Yes,75,600
2721,973,5/13/2025,6,Research,enough,Hybrid,Yes,60,360
2722,805,5/14/2024,9,ClientA,mean,Hybrid,No,60,540
2723,1,5/29/2025,8,CLIENT A,never,Onsite,Yes,75,600
2724,273,2/8/2025,7,Research,smile,Onsite,Yes,30,210
2725,363,6/16/2024,9,ProjectX,director,Onsite,No,45,405
2726,833,5/20/2025,6,clienta,choice,Hybrid,No,60,360
2727,354,8/12/2025,9,clienta,student,Remote,No,60,540
2728,556,5/31/2025,6,Internal,machine,Hybrid,No,60,360
2729,540,1/4/2024,7,ClientA,later,Hybrid,Yes,75,525
2730,733,9/11/2025,8,ProjectX,down,Remote,Yes,75,600
2731,554,9/27/2025,6,Internal,nation,Remote,Yes,30,180
2732,569,3/13/2024,10,Research,change,Remote,No,30,300
2733,518,4/11/2024,8,clienta,yard,Onsite,No,75,600
2734,453,6/8/2025,6,Internal,offer,Onsite,Yes,45,270
2735,708,4/29/2024,7,clienta,manager,Onsite,No,75,525
2736,31,11/17/2023,9,Research,drop,Onsite,No,30,270
2737,383,11/17/2023,8,CLIENT A,decade,Remote,No,45,360
2738,474,2/25/2025,8,ProjectX,name,Onsite,No,75,600
2739,453,10/13/2025,7,ClientA,official,Hybrid,Yes,75,525
2740,769,10/9/2024,9,Research,teach,Onsite,Yes,30,270
2741,262,6/21/2025,10,CLIENT A,physical,Onsite,No,60,600
2742,613,5/18/2024,8,Internal,hundred,Onsite,Yes,45,360
2743,773,1/1/2024,10,CLIENT A,certain,Onsite,Yes,45,450
2744,206,1/28/2024,9,Research,cell,Remote,Yes,60,540
2745,928,9/15/2025,6,ClientA,rather,Hybrid,Yes,30,180
2746,39,9/12/2025,8,ProjectX,address,Hybrid,Yes,45,360
2747,731,5/18/2024,9,clienta,police,Remote,Yes,45,405
2748,245,11/7/2024,6,ClientA,they,Remote,No,60,360
2749,783,6/3/2024,6,Research,present,Remote,No,60,360
2750,795,8/9/2025,7,clienta,same,Onsite,Yes,75,525
2751,114,11/22/2023,7,CLIENT A,the,Onsite,Yes,60,420
2752,855,4/26/2025,8,ClientA,agent,Hybrid,Yes,30,240
2753,348,10/22/2024,8,CLIENT A,lose,Onsite,Yes,75,600
2754,677,10/21/2025,10,ClientA,bit,Onsite,Yes,60,600
2755,465,5/5/2025,8,CLIENT A,politics,Onsite,Yes,30,240
2756,509,8/28/2024,7,ClientA,time,Remote,Yes,60,420
2757,479,2/6/2024,8,Internal,edge,Onsite,No,30,240
2758,644,1/9/2025,10,clienta,establish,Onsite,Yes,60,600
2759,783,10/20/2025,8,clienta,heavy,Hybrid,Yes,30,240
2760,333,5/21/2024,6,clienta,past,Hybrid,No,30,180
2761,525,12/17/2024,6,Research,citizen,Remote,No,75,450
2762,33,5/24/2024,6,ProjectX,Mr,Hybrid,No,45,270
2763,194,10/3/2025,8,Internal,memory,Onsite,No,45,360
2764,63,12/8/2023,9,Internal,near,Remote,No,60,540
2765,524,2/17/2025,8,clienta,full,Remote,No,60,480
2766,377,7/14/2024,7,Research,price,Hybrid,Yes,45,315
2767,317,11/18/2024,10,CLIENT A,personal,Remote,No,45,450
2768,438,9/6/2024,9,Internal,start,Hybrid,Yes,30,270
2769,90,2/23/2025,6,clienta,night,Onsite,Yes,60,360
2770,27,10/19/2024,10,ClientA,before,Onsite,Yes,45,450
2771,643,1/17/2025,8,ProjectX,room,Onsite,No,60,480
2772,70,8/20/2024,9,Internal,key,Hybrid,Yes,75,675
2773,841,12/3/2023,10,Internal,a,Remote,No,45,450
2774,619,6/27/2024,7,clienta,decision,Remote,Yes,60,420
2775,451,2/26/2025,6,ClientA,now,Remote,Yes,30,180
2776,544,6/20/2024,8,clienta,trial,Hybrid,Yes,45,360
2777,9,4/27/2024,10,Internal,society,Hybrid,No,75,750
2778,65,2/2/2024,9,Research,old,Hybrid,No,30,270
2779,531,7/17/2024,8,ClientA,position,Remote,Yes,75,600
2780,700,7/8/2025,6,ClientA,political,Remote,Yes,60,360
2781,774,10/25/2024,10,ClientA,whether,Onsite,No,75,750
2782,783,1/22/2024,7,Research,significant,Hybrid,Yes,45,315
2783,983,5/5/2025,6,Research,street,Onsite,No,30,180
2784,928,4/16/2024,9,CLIENT A,program,Onsite,Yes,60,540
2785,954,9/19/2024,7,clienta,book,Onsite,Yes,45,315
2786,953,8/10/2025,10,CLIENT A,recognize,Remote,Yes,30,300
2787,210,9/11/2025,6,Internal,audience,Hybrid,Yes,30,180
2788,730,12/26/2023,10,ClientA,clearly,Hybrid,Yes,75,750
2789,999,8/4/2025,8,Research,traditional,Onsite,No,60,480
2790,629,3/29/2025,8,ClientA,local,Remote,Yes,75,600
2791,892,1/25/2024,8,CLIENT A,camera,Remote,No,45,360
2792,7,8/13/2024,8,ProjectX,thing,Remote,Yes,45,360
2793,770,6/17/2024,10,ClientA,throw,Remote,No,75,750
2794,221,5/7/2024,10,ProjectX,shake,Hybrid,Yes,60,600
2795,989,11/19/2023,6,CLIENT A,significant,Remote,Yes,75,450
2796,1,6/8/2025,7,Research,close,Remote,No,45,315
2797,212,7/25/2025,6,CLIENT A,maybe,Hybrid,No,75,450
2798,361,1/5/2025,6,clienta,herself,Onsite,No,30,180
2799,834,12/29/2023,7,ClientA,evidence,Remote,No,75,525
2800,490,7/15/2025,8,Internal,prove,Hybrid,Yes,45,360
2801,462,8/19/2025,7,CLIENT A,officer,Hybrid,Yes,75,525
2802,46,1/2/2024,7,ClientA,walk,Onsite,Yes,45,315
2803,613,12/30/2023,8,Research,subject,Remote,No,75,600
2804,950,1/3/2024,8,Research,take,Remote,Yes,30,240
2805,878,9/27/2025,10,ClientA,order,Onsite,No,75,750
2806,844,4/16/2025,9,ProjectX,table,Remote,Yes,75,675
2807,516,4/18/2024,9,CLIENT A,both,Hybrid,No,45,405
2808,553,10/19/2024,8,ProjectX,growth,Remote,No,30,240
2809,272,12/14/2023,8,ProjectX,range,Hybrid,Yes,75,600
2810,524,7/26/2024,8,ClientA,ball,Hybrid,Yes,45,360
2811,298,6/9/2024,8,CLIENT A,very,Remote,No,60,480
2812,265,6/18/2024,9,Internal,success,Onsite,No,60,540
2813,945,5/10/2024,9,ProjectX,political,Remote,Yes,30,270
2814,713,9/4/2024,10,ProjectX,financial,Remote,No,30,300
2815,309,6/26/2024,10,CLIENT A,model,Onsite,Yes,45,450
2816,495,7/8/2024,7,Research,operation,Hybrid,Yes,30,210
2817,954,2/7/2025,10,Internal,entire,Hybrid,Yes,75,750
2818,365,11/1/2024,7,ClientA,culture,Remote,No,60,420
2819,287,6/18/2025,9,clienta,model,Onsite,No,30,270
2820,712,5/4/2025,9,Internal,that,Hybrid,No,75,675
2821,834,3/13/2025,10,clienta,child,Remote,No,60,600
2822,959,9/1/2024,10,clienta,war,Remote,Yes,45,450
2823,972,11/16/2023,9,ProjectX,road,Remote,No,75,675
2824,301,12/7/2023,6,clienta,how,Remote,Yes,60,360
2825,722,6/19/2025,6,ProjectX,others,Onsite,No,45,270
2826,46,1/18/2024,6,ClientA,research,Remote,Yes,60,360
2827,752,8/28/2025,10,CLIENT A,southern,Onsite,Yes,75,750
2828,202,6/5/2024,6,clienta,doctor,Hybrid,No,75,450
2829,998,6/25/2025,8,Research,effort,Remote,Yes,75,600
2830,230,6/4/2024,10,CLIENT A,themselves,Remote,No,30,300
2831,260,8/6/2024,9,clienta,should,Remote,Yes,60,540
2832,886,11/13/2023,7,Internal,rest,Onsite,Yes,60,420
2833,594,8/29/2025,10,Research,wear,Hybrid,No,75,750
2834,951,2/16/2024,7,clienta,should,Hybrid,No,45,315
2835,69,5/20/2024,8,clienta,television,Hybrid,No,60,480
2836,953,7/11/2024,9,ClientA,easy,Remote,No,60,540
2837,944,11/19/2023,9,Research,black,Remote,No,45,405
2838,412,8/18/2024,9,ClientA,amount,Onsite,Yes,75,675
2839,762,7/14/2024,6,Research,fish,Hybrid,Yes,45,270
2840,146,4/19/2024,6,CLIENT A,city,Hybrid,No,60,360
2841,401,6/14/2025,10,CLIENT A,lawyer,Onsite,Yes,60,600
2842,513,6/30/2025,7,CLIENT A,president,Hybrid,No,75,525
2843,963,7/6/2025,7,ProjectX,town,Remote,No,45,315
2844,437,8/30/2025,6,ProjectX,leg,Onsite,Yes,45,270
2845,865,4/15/2024,10,CLIENT A,value,Onsite,Yes,60,600
2846,448,6/29/2024,7,Research,behavior,Hybrid,No,30,210
2847,134,5/14/2025,6,CLIENT A,present,Onsite,Yes,45,270
2848,34,12/5/2024,10,clienta,never,Remote,Yes,75,750
2849,515,1/29/2025,10,CLIENT A,close,Onsite,No,30,300
2850,481,7/6/2025,10,Internal,spend,Onsite,Yes,30,300
2851,468,11/7/2024,6,Research,reduce,Onsite,Yes,30,180
2852,787,8/9/2025,8,ClientA,return,Remote,No,60,480
2853,936,7/11/2024,7,Internal,minute,Hybrid,No,45,315
2854,806,4/16/2024,9,Internal,beat,Remote,No,60,540
2855,944,3/9/2025,6,Internal,when,Hybrid,No,60,360
2856,363,4/8/2024,8,clienta,deep,Onsite,No,30,240
2857,178,12/25/2023,7,clienta,floor,Onsite,Yes,30,210
2858,475,8/21/2025,9,Internal,soon,Onsite,Yes,75,675
2859,812,6/4/2025,8,ProjectX,exist,Hybrid,Yes,45,360
2860,642,12/23/2024,9,Internal,turn,Remote,Yes,60,540
2861,96,11/6/2025,6,Research,class,Hybrid,No,30,180
2862,251,5/26/2025,6,ClientA,large,Onsite,No,75,450
2863,856,11/10/2024,6,Research,light,Remote,No,45,270
2864,338,7/25/2024,8,clienta,detail,Onsite,No,60,480
2865,169,6/26/2024,9,ProjectX,cup,Hybrid,No,45,405
2866,364,3/25/2025,7,Research,south,Onsite,No,45,315
2867,991,12/20/2023,8,CLIENT A,large,Hybrid,Yes,60,480
2868,874,12/20/2023,7,ClientA,hard,Remote,Yes,45,315
2869,338,4/29/2024,6,clienta,get,Remote,No,75,450
2870,973,4/12/2024,7,Internal,article,Hybrid,Yes,60,420
2871,924,3/11/2025,10,Internal,forward,Hybrid,No,30,300
2872,976,9/25/2025,6,ProjectX,executive,Remote,Yes,60,360
2873,723,6/22/2024,8,ClientA,trade,Hybrid,No,75,600
2874,829,7/7/2025,6,ClientA,art,Remote,Yes,45,270
2875,580,1/29/2024,10,clienta,condition,Hybrid,No,30,300
2876,652,6/25/2025,10,ClientA,rich,Onsite,Yes,75,750
2877,822,10/3/2024,9,Research,cold,Hybrid,No,75,675
2878,304,11/24/2023,6,Research,federal,Remote,Yes,30,180
2879,399,3/30/2025,9,Internal,student,Hybrid,No,75,675
2880,991,5/14/2025,7,ClientA,single,Remote,Yes,45,315
2881,296,7/1/2025,9,Research,home,Onsite,No,75,675
2882,43,10/22/2024,7,ClientA,west,Onsite,Yes,60,420
2883,708,12/27/2024,8,Internal,turn,Hybrid,Yes,30,240
2884,708,6/2/2024,8,CLIENT A,grow,Onsite,No,30,240
2885,390,4/26/2024,10,Internal,history,Hybrid,Yes,75,750
2886,522,10/7/2025,6,Internal,shoulder,Remote,No,30,180
2887,526,9/4/2024,9,ClientA,civil,Onsite,Yes,60,540
2888,233,1/12/2025,9,CLIENT A,recognize,Remote,Yes,60,540
2889,32,7/4/2025,10,clienta,education,Remote,No,75,750
2890,815,1/16/2024,10,ClientA,development,Hybrid,Yes,75,750
